Ideus code;EAN barcode;Product name;Availability;Photo;Product type;Power supply;Power;Colour;Lampholder type;Dedicated light source;Replacing the light source;Dimmer compatibility;Colour temperature;Light colour;Luminous flux;Luminous beam angle;Ra;Light source lifetime;Power switch;Adjusting the lighting direction;IP;Possibility of outdoor use;Minimum distance from a lit object;Electric shock protection class;CE;Material;Comments;Height;Width;Depth;Mounting hole x;Mounting hole y
04076;5901477340765;ESPERANTO LED C 24W;100;04076.jpg;Ceiling SMD LED light fitting;230V 50Hz;max 24 W;black;;SMD LED, in set;no;tak, przez aplikację;3000;warm white/neutral white/cold white;1690 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;driver included, brightness and white light adjustable by application;75;395;395;0;0;
04077;5901477340772;ESPERANTO LED C 48W;100;04077.jpg;Ceiling SMD LED light fitting;230V 50Hz;max 48 W;black;;SMD LED, in set;no;tak, przez aplikację;3000;warm white/neutral white/cold white;3400 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;driver included, brightness and white light adjustable by application;80;490;490;0;0;
04078;5901477340789;POLAR LED C 48W;100;04078.jpg;Ceiling SMD LED light fitting;230V 50Hz;max 48 W;black;;SMD LED, in set;no;tak, przez aplikację;3000;warm white/neutral white/cold white;3540 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;driver included, brightness and white light adjustable by application;80;480;480;0;0;
04079;5901477340796;LUTER 4xGU10 WHITE;100;04079.jpg;Track lighting fitting (4 pcs)/Track;220-240V 50/60Hz;4 x max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;1;yes;aluminium alloy cast, plastic;;185;1000;62;0;0;
04080;5901477340802;LUTER 4xGU10 BLACK;100;04080.jpg;Track lighting fitting (4 pcs)/Track;220-240V 50/60Hz;4 x max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;1;yes;aluminium alloy cast, plastic;;185;1000;62;0;0;
04081;5901477340819;SOFIA TRA GU10 WHITE;100;04081.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;stainless steel, polycarbonate PC;;160;75;55;0;0;
04082;5901477340826;SOFIA TRA GU10 BLACK;100;04082.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;stainless steel, polycarbonate PC;;160;75;55;0;0;
04083;5901477340833;SEZAM TRA GU10 BLACK;100;04083.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;180;80;67;0;0;
04084;5901477340840;LUTER TRA GU10 WHITE/BLACK;100;04084.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;white/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;stainless steel, polycarbonate PC;;175;95;62;0;0;
04085;5901477340857;LUTER TRA GU10 BLACK/BLACK;100;04085.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;stainless steel, polycarbonate PC;;175;95;62;0;0;
04086;5901477340864;MATA TRA GU10 BLACK/GOLD;100;04086.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;175;75;55;0;0;
04087;5901477340871;PUZON TRA GU10 WHITE/GOLD;100;04087.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;180;75;55;0;0;
04088;5901477340888;PUZON TRA GU10 BLACK/GOLD;100;04088.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;180;75;55;0;0;
04089;5901477340895;TOTEM LED C 16W NW WHITE;100;04089.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1590 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;300;300;0;0;
04090;5901477340901;TOTEM LED C 24W NW WHITE;100;04090.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1880 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;400;400;0;0;
04091;5901477340918;PIANO TRA GU10 GOLD/BLACK;100;04091.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;gold/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;175;75;55;0;0;
04092;5901477340925;PIANO TRA GU10 SILVER/BLACK;100;04092.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;silver/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;175;75;55;0;0;
04093;5901477340932;LUTER TRA GU10 GOLD/BLACK;100;04093.jpg;Track lighting fitting;220-240V 50/60Hz;max 35 W;gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.3;2;yes;aluminium, plastic;;175;95;62;0;0;
04094;5901477340949;DARIA WLL GU10 BLACK;100;04094.jpg;Decorative fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;yes;yes;20;no;0.5;1;yes;aluminium alloy cast, steel sheet;;140;60;85;0;0;
04095;5901477340956;TOTEM LED C 48W NW WHITE;100;04095.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;white;;SMD LED, in set;no;no;4000;neutral white;2750 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;500;500;0;0;
04096;5901477340963;TOTEM LED D 16W NW WHITE;100;04096.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1560 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;300;300;0;0;
04097;5901477340970;TOTEM LED D 24W NW WHITE;100;04097.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1860 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;400;400;0;0;
04098;5901477340987;TOTEM LED D 48W NW WHITE;100;04098.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;white;;SMD LED, in set;no;no;4000;neutral white;2720 lm;140;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;55;500;500;0;0;
04099;5901477340994;FALON LED C 24W NW;100;04099.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;1770 lm;160;>80;30000;no;no;44;no;0.3;1;yes;steel sheet, plastic, stainless steel;;80;390;390;0;0;
04100;5901477341007;FALON LED C 48W NW;100;04100.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;white;;SMD LED, in set;no;no;4000;neutral white;3860 lm;160;>80;30000;no;no;44;no;0.3;1;yes;steel sheet, plastic, stainless steel;;90;485;485;0;0;
04101;5901477341014;AMOR E14 WHITE;100;04101.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;310;200;200;0;0;
04102;5901477341021;IMBIR E14 WHITE;100;04102.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;250;180;180;0;0;
04103;5901477341038;TOPIK E14 WHITE/BLACK;100;04103.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white/black;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;245;150;150;0;0;
04104;5901477341045;INDI C SMALL WHITE;100;04104.jpg;Decorative ring;;max 35 W;white;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.3;0;yes;aluminium alloy cast, acrylic glass;;40;93;93;80;0;
04105;5901477341052;INDI C SMALL BLACK;100;04105.jpg;Decorative ring;;max 35 W;black;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.3;0;yes;aluminium alloy cast, acrylic glass;;40;93;93;80;0;
04106;5901477341069;INDI D SMALL WHITE;100;04106.jpg;Decorative ring;;max 35 W;white;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.3;0;yes;aluminium alloy cast, acrylic glass;;40;93;93;80;0;
04107;5901477341076;INDI D SMALL BLACK;100;04107.jpg;Decorative ring;;max 35 W;black;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.3;0;yes;aluminium alloy cast, acrylic glass;;40;93;93;80;0;
04108;5901477341083;CONNECTOR PS230V I WHITE;100;04108.jpg;Track connector;220-240V 50/60Hz;;white;;;;;0;;;0;;0;;;20;no;0;1;yes;aluminium, copper, plastic;max 16A;19;174;36;0;0;
04109;5901477341090;CONNECTOR PS230V I BLACK;100;04109.jpg;Track connector;220-240V 50/60Hz;;black;;;;;0;;;0;;0;;;20;no;0;1;yes;aluminium, copper, plastic;max 16A;19;174;36;0;0;
04110;5901477341106;CONNECTOR PS230V L WHITE;100;04110.jpg;Track connector;220-240V 50/60Hz;;white;;;;;0;;;0;;0;;;20;no;0;1;yes;aluminium, copper, plastic;max 16A;19;105;105;0;0;
04111;5901477341113;CONNECTOR PS230V L BLACK;100;04111.jpg;Track connector;220-240V 50/60Hz;;black;;;;;0;;;0;;0;;;20;no;0;1;yes;aluminium, copper, plastic;max 16A;19;105;105;0;0;
04112;5901477341120;PASO LED 9W WHITE NW;100;04112.jpg;Decorative SMD LED fitting;230V 50Hz;9 W;white/chrome;;SMD LED, in set;no;no;4000;neutral white;480 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;395;120;0;0;
04113;5901477341137;PASO LED 9W BLACK NW;100;04113.jpg;Decorative SMD LED fitting;230V 50Hz;9 W;black/gold;;SMD LED, in set;no;no;4000;neutral white;480 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;395;120;0;0;
04114;5901477341144;PASO LED 12W WHITE NW;100;04114.jpg;Decorative SMD LED fitting;230V 50Hz;12 W;white/chrome;;SMD LED, in set;no;no;4000;neutral white;730 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;500;120;0;0;
04115;5901477341151;PASO LED 12W BLACK NW;100;04115.jpg;Decorative SMD LED fitting;230V 50Hz;12 W;black/gold;;SMD LED, in set;no;no;4000;neutral white;730 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;500;120;0;0;
04116;5901477341168;ZODIAK C WHITE;100;04116.jpg;Decorative ring;;max 35 W;white;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium alloy cast, acrylic glass;;45;92;92;70;0;
04117;5901477341175;ZODIAK C BLACK;100;04117.jpg;Decorative ring;;max 35 W;black;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium alloy cast, acrylic glass;;45;92;92;70;0;
04118;5901477341182;PANAMA C WHITE/BLACK;100;04118.jpg;Decorative ring;;max 35 W;white/black;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium;;65;85;85;70;0;
04119;5901477341199;PANAMA C BLACK/WHITE;100;04119.jpg;Decorative ring;;max 35 W;black/white;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium;;65;85;85;70;0;
04120;5901477341205;PANAMA C WHITE/GOLD;100;04120.jpg;Decorative ring;;max 35 W;white/gold;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium;;65;85;85;70;0;
04121;5901477341212;PANAMA C BLACK/GOLD;100;04121.jpg;Decorative ring;;max 35 W;black/gold;;LED - GU10/MR16;yes;;0;;;0;;0;no;no;20;no;0.5;0;yes;aluminium;;65;85;85;70;0;
04122;5901477341229;PUZON DWL GU10 WHITE/GOLD;100;04122.jpg;Ceiling lighting fitting;220-240V 50/60Hz;max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;aluminium;;100;55;55;0;0;
04123;5901477341236;PUZON DWL GU10 BLACK/GOLD;100;04123.jpg;Ceiling lighting fitting;220-240V 50/60Hz;max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;aluminium;;100;55;55;0;0;
04124;5901477341243;PUZON SPT GU10 2L WHITE/GOLD;100;04124.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;74;250;0;0;
04125;5901477341250;PUZON SPT GU10 2L BLACK/GOLD;100;04125.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;74;250;0;0;
04126;5901477341267;PUZON SPT GU10 3L WHITE/GOLD;100;04126.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;74;395;0;0;
04127;5901477341274;PUZON SPT GU10 3L BLACK/GOLD;100;04127.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;74;395;0;0;
04128;5901477341281;PUZON SPT GU10 4D WHITE/GOLD;100;04128.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;250;250;0;0;
04129;5901477341298;PUZON SPT GU10 4D BLACK/GOLD;100;04129.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;160;250;250;0;0;
04130;5901477341304;PUZON SPT GU10 WHITE/GOLD;100;04130.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;170;70;70;0;0;
04131;5901477341311;PUZON SPT GU10 BLACK/GOLD;100;04131.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium;;170;70;70;0;0;
04132;5901477341328;PUZON WLL GU10 WHITE/GOLD;100;04132.jpg;Decorative fitting;220-240V 50/60Hz;max 35 W;white/gold;GU10;LED;yes;;0;;;0;;0;yes;yes;20;no;0.5;1;yes;aluminium alloy cast, steel sheet;;140;85;60;0;0;
04133;5901477341335;PUZON WLL GU10 BLACK/GOLD;100;04133.jpg;Decorative fitting;220-240V 50/60Hz;max 35 W;black/gold;GU10;LED;yes;;0;;;0;;0;yes;yes;20;no;0.5;1;yes;aluminium alloy cast, steel sheet;;140;85;60;0;0;
04134;5901477341342;SEWERYN LED 1,6W NW;100;04134.jpg;Under-cupboard linear SMD LED fitting;DC 5 V 2,1 A MAX USB-C;1,6 W;silver;;LED, in set;no;;4000;neutral white;110 lm;120;>80;20000;yes;no;20;no;0.3;3;yes;aluminium, plastic;with PIR motion sensor, works with ambient light below 50lx, range 60°,  maximum motion detection range is 2m (<24°), lighting time 20s;8;320;40;0;0;
04135;5901477341359;SEWERYN LED 2,3W NW;100;04135.jpg;Under-cupboard linear SMD LED fitting;DC 5 V 2,1 A MAX USB-C;2,3 W;silver;;LED, in set;no;;4000;neutral white;160 lm;120;>80;20000;yes;no;20;no;0.3;3;yes;aluminium, plastic;with PIR motion sensor, works with ambient light below 50lx, range 60°,  maximum motion detection range is 2m (<24°), lighting time 20s;8;400;40;0;0;
04136;5901477341366;SEWERYN LED 2,9W NW;100;04136.jpg;Under-cupboard linear SMD LED fitting;DC 5 V 2,1 A MAX USB-C;2,9 W;silver;;LED, in set;no;;4000;neutral white;200 lm;120;>80;20000;yes;no;20;no;0.3;3;yes;aluminium, plastic;with PIR motion sensor, works with ambient light below 50lx, range 60°,  maximum motion detection range is 2m (<24°), lighting time 20s;8;600;40;0;0;
04137;5901477341373;STIG C E27;100;04137.jpg;Ceiling light fitting;220-240V 50/60Hz;max 13 W;white;E27;LED;yes;;0;;;0;;0;no;no;20;no;0.3;1;yes;steel sheet, plastic;;90;260;260;0;0;
04138;5901477341380;STIG C 2 x E27;100;04138.jpg;Ceiling light fitting;220-240V 50/60Hz;2 x max 13 W;white;E27;LED;yes;;0;;;0;;0;no;no;20;no;0.3;1;yes;steel sheet, plastic;;100;330;330;0;0;
04139;5901477341397;PASO LED 14W WHITE NW;100;04139.jpg;Decorative SMD LED fitting;230V 50Hz;14 W;white/chrome;;SMD LED, in set;no;no;4000;neutral white;1010 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;600;120;0;0;
04140;5901477341403;PASO LED 14W BLACK NW;100;04140.jpg;Decorative SMD LED fitting;230V 50Hz;14 W;black/gold;;SMD LED, in set;no;no;4000;neutral white;1010 lm;120;>80;30000;no;no;44;no;0.3;1;yes;stainless steel, polycarbonate PC;for operation in increased-humidity locations, e.g. bathrooms, with transformer;25;600;120;0;0;
04141;5901477341410;SANA GU10 1D WHITE;100;04141.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;170;75;75;0;0;
04142;5901477341427;SANA GU10 1D BLACK;100;04142.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;170;75;75;0;0;
04143;5901477341434;SANA GU10 2L WHITE;100;04143.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;260;75;0;0;
04144;5901477341441;SANA GU10 2L BLACK;100;04144.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;260;75;0;0;
04145;5901477341458;SANA GU10 3L WHITE;100;04145.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;395;75;0;0;
04146;5901477341465;SANA GU10 3L BLACK;100;04146.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;395;75;0;0;
04147;5901477341472;SANA GU10 4L WHITE;100;04147.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;600;75;0;0;
04148;5901477341489;SANA GU10 4L BLACK;100;04148.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;aluminium alloy cast, acrylic glass;;165;600;75;0;0;
04149;5901477341496;ATUT LED C OAK 18W NW;100;04149.jpg;Ceiling SMD LED light fitting;230V 50Hz;18 W;oak;;SMD LED, in set;no;no;4000;neutral white;1260 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;40;280;280;0;0;
04150;5901477341502;ATUT LED C WENGE 18W NW;100;04150.jpg;Ceiling SMD LED light fitting;230V 50Hz;18 W;wenge;;SMD LED, in set;no;no;4000;neutral white;1260 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;40;280;280;0;0;
04151;5901477341519;ATUT LED C OAK 24W NW;100;04151.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;oak;;SMD LED, in set;no;no;4000;neutral white;1680 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;50;380;380;0;0;
04152;5901477341526;ATUT LED C WENGE 24W NW;100;04152.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;wenge;;SMD LED, in set;no;no;4000;neutral white;1680 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;50;380;380;0;0;
04153;5901477341533;ATUT LED C OAK 36W NW;100;04153.jpg;Ceiling SMD LED light fitting;230V 50Hz;36 W;oak;;SMD LED, in set;no;no;4000;neutral white;2520 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;480;480;0;0;
04154;5901477341540;ATUT LED C WENGE 36W NW;100;04154.jpg;Ceiling SMD LED light fitting;230V 50Hz;36 W;wenge;;SMD LED, in set;no;no;4000;neutral white;2520 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;480;480;0;0;
04155;5901477341557;FARNA LED C 16W NW;100;04155.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;oak/black;;SMD LED, in set;no;no;4000;neutral white;970 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;330;330;0;0;
04156;5901477341564;FARNA LED C 24W NW;100;04156.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;oak/black;;SMD LED, in set;no;no;4000;neutral white;1650 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;380;380;0;0;
04157;5901477341571;FARNA LED C 48W NW;100;04157.jpg;Ceiling SMD LED light fitting;230V 50Hz;48 W;oak/black;;SMD LED, in set;no;no;4000;neutral white;3680 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;75;480;480;0;0;
04171;5901477341717;RAGAS LED WHITE CCT;100;04171.jpg;SMD LED desk lamp;230V 50Hz;max 9 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;2700;warm white/neutral white/cold white;max 560 lm;120;>90;20000;yes;yes;20;no;0.3;2;yes;aluminium alloy cast, plastic;driver included, brightness and white light adjustable (WW, NW, CW), touch switch;450;190;230;0;0;
04172;5901477341724;RAGAS LED BLACK CCT;100;04172.jpg;SMD LED desk lamp;230V 50Hz;max 9 W;black;;SMD LED, in set;no;tak, ściemniacz w komplecie;2700;warm white/neutral white/cold white;max 510 lm;120;>90;20000;yes;yes;20;no;0.3;2;yes;aluminium alloy cast, plastic;driver included, brightness and white light adjustable (WW, NW, CW), touch switch;450;190;230;0;0;
04173;5901477341731;SAMUEL LED WHITE;100;04173.jpg;SMD LED desk lamp;230V 50Hz;max 9 W;white;;SMD LED, in set;no;tak, ściemniacz w komplecie;4200;neutral white;max 570 lm;120;>90;20000;yes;yes;20;no;0.3;2;yes;aluminium alloy cast, plastic;driver included, five-stage lighting regulation, touch switch;340;180;320;0;0;
04174;5901477341748;SAMUEL LED BLACK;100;04174.jpg;SMD LED desk lamp;230V 50Hz;max 9 W;black;;SMD LED, in set;no;tak, ściemniacz w komplecie;4200;neutral white;max 500 lm;120;>90;20000;yes;yes;20;no;0.3;2;yes;aluminium alloy cast, plastic;driver included, five-stage lighting regulation, touch switch;340;180;320;0;0;
04184;5901477341847;MONTE 60 CLEAR I;100;04184.jpg;Hermetic ceiling light fitting;220-240V 50/60Hz;max 60 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;65;yes;0.5;1;yes;plastic;;85;230;230;0;0;
04185;5901477341854;MONTE 60 CLEAR D;100;04185.jpg;Hermetic ceiling light fitting;220-240V 50/60Hz;max 60 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;65;yes;0.5;1;yes;plastic;;85;230;230;0;0;
04287;5901477342875;TOR 3 1,5m 10A;100;04287.jpg;Extension cord with grounding;230V~;2300 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,0mm, 10A;38;151;60;0;0;
04288;5901477342882;TOR 3 3m 16A;70;04288.jpg;Extension cord with grounding;230V~;3680 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,5mm, 16A;38;151;60;0;0;
04289;5901477342899;TOR 3 5m 16A;82;04289.jpg;Extension cord with grounding;230V~;3680 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,5mm, 16A;38;151;60;0;0;
04290;5901477342905;TOR 5 1,5m 10A;100;04290.jpg;Extension cord with grounding;230V~;2300 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,0mm, 10A;40;235;60;0;0;
04291;5901477342912;TOR 5 3m 16A;87;04291.jpg;Extension cord with grounding;230V~;3680 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,5mm, 16A;40;235;60;0;0;
04292;5901477342929;TOR 5 5m 16A;100;04292.jpg;Extension cord with grounding;230V~;3680 W MAX;white;;;;;0;;;0;;0;no;;20;no;0;1;yes;plastic;OMY 3x1,5mm, 16A;40;235;60;0;0;
04293;5901477342936;TOR 3 1,5m 10A ON/OFF;100;04293.jpg;Extension cord with grounding and switch;230V~;2300 W MAX;white;;;;;0;;;0;;0;yes;;20;no;0;1;yes;plastic;OMY 3x1,0mm, 10A;38;191;60;0;0;
